Name,Country,Zip Code,City,Street Address,District,Phone Number 1,Phone Number 2,Website,Facebook,Instagram,YouTube,Phone Number 3,Phone Number 4,Phone Number 5,Phone Number 6,Phone Number 7
«ՄՈՒՇ ԴԵՆՏ»,Հայաստան, Լոռու մարզ, Վանաձոր,"Տերյան փող., 1-15 շենք",(Վանաձոր համայնք),37494643406,,Spyur,https://www.facebook.com/profile.php?id=100004326558660,,,,,,,
«ԴԵՄԻՐՃՅԱՆ» ԲԺՇԿԱԿԱՆ ԿԵՆՏՐՈՆ,Հայաստան, 0002, Երևան,"Դերենիկ Դեմիրճյան փող., 12-14 շենք, տարածք 18",(Կենտրոն վարչ. շրջան),37411271127,37441428474,Spyur,https://www.facebook.com/DemirchyanMC/,,,,,,,
«ՖԻԴԵՍ ԴԵՆՏ» ԱՏԱՄՆԱԲՈՒԺԱՐԱՆ,Հայաստան, Շիրակի մարզ, Գյումրի,"Շիրակացու փող., 205ա շենք, 1-ին հարկ",,37498464465,37493408308,Spyur,https://www.facebook.com/ata.hovhannisyan.7,,,,,,,
«ԳՈՒԼՅԱՆ ԴԵՆՏԱԼ»,Հայաստան, Կոտայքի մարզ, Աբովյան,"Ավագյան փող., 1/14 շենք",(Աբովյան համայնք),37493523886,,Spyur,https://www.facebook.com/Gulyan-Dental-Clinic-105945587557069/,,,,,,,
«ՎԻ ԷՄ ԴԵՆՏԱԼ»,Հայաստան, 0056, Երևան,"Նոր Նորքի 3-րդ զանգված, Գայի պող., 24 շենք",(Նոր Նորք վարչ. շրջան),37410632504,,Spyur,https://www.facebook.com/Vmclinicdental,,,,,,,
«ԱՐՏՅՈՄ ՄԱՆՈՒԿՅԱՆԻ ԱՏԱՄՆԱԲՈՒԺԱԿԱՆ ԿԵՆՏՐՈՆ»,Հայաստան, Շիրակի մարզ, Գյումրի,"Ղանդիլյան փող., 49 շենք, տարածք 1/1",,37494036699,,Spyur,https://m.facebook.com/AManukyandentalcenter/?ref=py_c,,,,,,,
«ԱՍ ԴԵՆՏ»,Հայաստան, 0079, Երևան,"Բադալ Մուրադյան փող., 1 շենք",(Նոր Նորք վարչ. շրջան),37499666066,,Spyur,https://www.facebook.com/asdentalclinic1,,,,,,,
«ՄԵԴԻՈՒԵՅ» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԼԻՆԻԿԱ,Հայաստան, 0015, Երևան,"Իսրայելյան փող., 43 շենք, տարածք 1 (մուտքը՝ Սերգեյ Փարաջանովի փող. կողմից)",(Կենտրոն վարչ. շրջան),37411310310,,Spyur,https://www.facebook.com/people/Mediway-Dental-Clinic-and-more/100088744800532/,,,,,,,
«ՍՄԱՐԹ ՄԵԴ» ԱՏԱՄՆԱԲՈՒԺԱՐԱՆ ԵՎ ԿՈՍՄԵՏՈԼՈԳԻԱԿԱՆ ԿԵՆՏՐՈՆ,Հայաստան, Երևան,,,,37441015502,,Spyur,https://www.facebook.com/SmartMedclinics,,,,,,,
«ՍԱՀԱԿՅԱՆ» ԱՏԱՄՆԱԲՈՒԺԱԿԱՆ ԿԼԻՆԻԿԱ,Հայաստան, Երևան,,,,37499081018,37498451488,Spyur,,,,,,,,
«ԷՍՏԵՏԻԿԱ» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԵՆՏՐՈՆ,Հայաստան, Երևան,,,,37441600400,37495600400,https://www.estetica.am/,https://www.facebook.com/am.estetica.dental.center/,,,,,,,
ՄԱՍԻՍԻ ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ՊՈԼԻԿԼԻՆԻԿԱ փակ բաժնետիրական ընկերություն (ՓԲԸ),Հայաստան, Արարատի մարզ, Մասիս,"Դպրոցականների փող., 5 շենք",(Մասիս համայնք),37423641221,,Spyur,,,,,,,,
«ՋԻԹԻ» ԱՏԱՄՆԱԲՈՒԺԱԿԱՆ ԿԼԻՆԻԿԱ,Հայաստան, Տավուշի մարզ, Իջևան,"Անկախության փող., 23 շենք, 1-ին հարկ",(Իջևան համայնք),37498277577,37455196252,Spyur,,,,,,,,
«ՏԼ ԴԵՆՏԱԼ»,Հայաստան, Երևան,,,,,37493317194,Spyur,,,,,,,,
«ԲԺԻՇԿ ԱՆԴՐԱՆԻԿ ԱՇՃԵԱՆ - ՍՏՈՄԱՏՈԼՈԳ-ՎԻՐԱԲՈՒՅԺ»,Կիպրոս, Նիկոսիա,,,,35722028818,35722666882,https://www.nicosiadentalclinic.com/,,,,,,,,
«ԷՖ ԴԻ ՍԻ» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԼԻՆԻԿԱ,Հայաստան, Երևան,,,,37455001020,,Spyur,https://www.facebook.com/fdcstom,,,,,,,
«ՍԱՆՈՒՍ ԴԵՆՏ»,Հայաստան, Լոռու մարզ, Վանաձոր,"Տարոն-2, 59/2 շենք",(Վանաձոր համայնք),37433977102,,Spyur,https://www.facebook.com/profile.php?id=100063690228296,,,,,,,
«ԷԼԻՔՍ ԿԼԻՆԻԿ» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԵՆՏՐՈՆ,Հայաստան, Երևան,,,,37455763080,,https://elixclinic.am/,,,,,,,,
«ՍՏՈՄԱՏԻԿ» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԼԻՆԻԿԱ,Հայաստան, Արագածոտնի մարզ, Ապարան,"Մարշալ Բաղրամյան փող., 4/10 շենք",(Ապարան համայնք),37493411833,37477725674,Spyur,,,,,,,,
«ԲԵԼՈՒՉԻ» ՍՏՈՄԱՏՈԼՈԳԻԱՅԻ ԵՎ ԷՍԹԵՏԻԿ ԲԺՇԿՈՒԹՅԱՆ ԿԼԻՆԻԿԱ,Հայաստան, 0009, Երևան,"Մաշտոցի պող., 54ա շենք",(Կենտրոն վարչ. շրջան),37494396220,37495396220,Spyur,https://www.facebook.com/NoravyanAesthetics,,,,,,,
«ԷՄ ԷՌ ԴԵՆՏ»,Հայաստան, 0012, Երևան,"Հրաչյա Քոչարի փող., 22 շենք",(Արաբկիր վարչ. շրջան),37410222274,37491214528,Spyur,https://www.facebook.com/profile.php?id=100063703056931,,,,,,,
ԱՆՆԱ ԱԴԱՄՅԱՆ անհատ ձեռներեց (ԱՁ),Հայաստան, Երևան,,,,37410625716,,Spyur,,,,,,,,
«ԴԵԼՏԱ ԴԵՆՏ» ԱՏԱՄՆԱԲՈՒԺԱՐԱՆ,Հայաստան, Լոռու մարզ, Վանաձոր,"Վարդանանց փող., 86/2 շենք",(Վանաձոր համայնք),37432240401,37495840401,Spyur,https://www.facebook.com/tatev.hovhannisyan.948,,,,,,,
«ՏԻԳԱԼՅՈՒՔՍ» ԱՏԱՄՆԱԲՈՒԺԱՐԱՆ,Հայաստան, Շիրակի մարզ, Գյումրի,"Շիրակացու փող., 201/1 շենք",,37498900312,,Spyur,https://www.facebook.com/Tigalux2013,,,,,,,
«ՍՏՈՄ ԱՐՏ» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԼԻՆԻԿԱ,Հայաստան, Շիրակի մարզ, Գյումրի,"Շիրակացու փող., 29 շենք",,37494736791,,Spyur,https://www.facebook.com/profile.php?id=100066881442670,,,,,,,
«ԱՐՏ ՍՏՈՄ» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԼԻՆԻԿԱ,Հայաստան, Արարատի մարզ, Արտաշատ,"Մարքսի փող., 11ա շենք",(Արտաշատ համայնք),37423524767,,Spyur,https://www.facebook.com/profile.php?id=100063838350520,,,,,,,
«ԳԼԱՎ ՍՏՈՄ» ԱՏԱՄՆԱԲՈՒԺԱՐԱՆ,Հայաստան, Արարատի մարզ, Արտաշատ,"Աթարբեկյան փող., 66 շենք",(Արտաշատ համայնք),37498221177,37433201177,Spyur,https://www.facebook.com/glavstomArtashat,,,,,,,
«ԲԵՆԱՆՏ» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԵՆՏՐՈՆ,Հայաստան, 0033, Երևան,"Կոմիտասի պող., 12 շենք, բն.50",(Արաբկիր վարչ. շրջան),37410275007,,Spyur,,,,,,,,
«ԱՐՄԱՐԵ» ԱՏԱՄՆԱԲՈՒԺԱԿԱՆ ԿԼԻՆԻԿԱ,Հայաստան, 0014, Երևան,"Կոմիտասի պող., 57 շենք",(Արաբկիր վարչ. շրջան),37410235654,37499235654,Spyur,https://www.facebook.com/armaredent,,,,,,,
«ԴԻՎԻ ԴԵՆԹ» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԵՆՏՐՈՆ,Հայաստան, 0033, Երևան,"Գյուլբենկյան փող., 27/1 շենք",(Արաբկիր վարչ. շրջան),37410522332,,http://www.divident.dental,,,,,,,,
«ԷՆ ՏԵ ԷԼ» ԱՏԱՄՆԱԲՈՒԺԱՐԱՆ,Հայաստան, 0051, Երևան,"Կոմիտասի պող., 38 շենք («Քեյ-Էֆ-Սի»-ի դիմաց)",(Արաբկիր վարչ. շրջան),37410221812,,Spyur,https://www.facebook.com/NTLdentalclinic,,,,,,,
«ՏԻԳՐԱՆ ԹՈՐՈՍՅԱՆ - ԱՏԱՄՆԱԲՈՒՅԺ»,Հայաստան, 0012, Երևան,"Կոմիտասի պող., 15 շենք",(Արաբկիր վարչ. շրջան),37410325546,37491412097,Spyur,,,,,,,,
«ՌՈԲԻԴԵՆՏ» ԱՏԱՄՆԱԲՈՒԺԱԿԱՆ ՊՈԼԻԿԼԻՆԻԿԱ,Հայաստան, Երևան,,,,,37410230071,Spyur,https://www.facebook.com/Robident-Clinic-340850197302405,,,37460440307,,,,
«Ա. ԳՐԻԳՈՐՅԱՆ» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԵՆՏՐՈՆ սահմանափակ պատասխանատվությամբ ընկերություն (ՍՊԸ),Հայաստան, 0012, Երևան,"Կոմիտասի պող., 14 շենք",(Արաբկիր վարչ. շրջան),37410263787,,Spyur,,,,,,,,
«ՓԱՅԼ» ԱՏԱՄՆԱԲՈՒԺԱՐԱՆ («ՓԱՅԼ-ԴԵՆՏ» սահմանափակ պատասխանատվությամբ ընկերություն),Հայաստան, 0010, Երևան,"Խանջյան փող., 15 շենք",(Կենտրոն վարչ. շրջան),37477237731,,Spyur,https://www.facebook.com/Phayl.Dent,,,,,,,
«ԼԱԿԻԴԵՆՏ» ԱՏԱՄՆԱԲՈՒԺԱՐԱՆ սահմանափակ պատասխանատվությամբ ընկերություն (ՍՊԸ),Հայաստան, 0037, Երևան,"Ազատության պող., 3 շենք, բն.30",(Արաբկիր վարչ. շրջան),37410205952,,Spyur,,,,,,,,
«ՎԵԼՄԵԴ» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԵՆՏՐՈՆ սահմանափակ պատասխանատվությամբ ընկերություն (ՍՊԸ),Հայաստան, 0039, Երևան,"Բագրատունյաց փող., 12 շենք",(Շենգավիթ վարչ. շրջան),37494775005,37410420163,Spyur,https://www.facebook.com/wellmeddentalcenter,,,,,,,
«ԴԴԴ» ՀԱՄԱԼԻՐ («ԱՌՆԱԴՕ» սահմանափակ պատասխանատվությամբ ընկերություն),Հայաստան, 0051, Երևան,"Կոմիտասի պող., 54վ շենք",(Արաբկիր վարչ. շրջան),08002200,37410284100,Spyur,,,,37410244799,,,,
«ՍՏՈՄԱԼՅՈՒՔՍ» ԱՏԱՄՆԱԲՈՒԺԱՐԱՆ սահմանափակ պատասխանատվությամբ ընկերություն (ՍՊԸ),Հայաստան, Շիրակի մարզ, Գյումրի,"Ռուսթավելու փող., 58/6 շենք",,37431253990,37477030099,http://www.stomalux.info,,,,,,,,
«ՆԻԿԱՄԵԴ» ԱՏԱՄՆԱԲՈՒԺԱՐԱՆ ԵՎ ԴԵՂԱՏՈՒՆ,Հայաստան, Երևան,,,,37410740140,37491740140,http://www.nikamed.am,,,,37455740140,,,,
«ԴԵՆՏԱԼ ՖԱՐՄ» ԱՏԱՄՆԱԲՈՒԺԱՐԱՆ ԵՎ ԴԵՂԱՏՈՒՆ,Հայաստան, 0033, Երևան,"Կոմիտասի պող., 3 շենք",(Արաբկիր վարչ. շրջան),37410222813,,Spyur,,,,,,,,
«ԼՅՈՒՔՍՈԴԵՆՏ» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԵՆՏՐՈՆ,Հայաստան, 0070, Երևան,"Քաջազնունու փող., 9 շենք",(Կենտրոն վարչ. շրջան),37455078878,37410578808,Spyur,,,,,,,,
«ԻՆԱ ԴԵՆՏ» ԱՏԱՄՆԱԲՈՒԺԱՐԱՆ (ԱՐՏԱԿ ԼԱԼԱՅԱՆ անհատ ձեռներեց),Հայաստան, 0033, Երևան,"Կիևյան փող., 11 շենք",(Արաբկիր վարչ. շրջան),37410221297,37491492905,Spyur,https://www.facebook.com/profile.php?id=100063672151596,,,,,,,
«ԸՆՏԱՆԵԿԱՆ ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԼԻՆԻԿԱ»,Հայաստան, 0051, Երևան,"Կոմիտասի պող., 49/4 շենք, 1-ին հարկ",(Արաբկիր վարչ. շրջան),37410234862,37496144087,Spyur,,,,,,,,
«ՎԻԱՐԴԵՆՏ» ԱՏԱՄՆԱԲՈՒԺԱՐԱՆ,Հայաստան, 0018, Երևան,"Տիգրան Մեծի պող., 24 շենք",(Կենտրոն վարչ. շրջան),37410569767,37493676800,Spyur,https://www.facebook.com/Viardent-302801909916436,,,37493546401,,,,
«ՎԱԳԱՍ»,Հայաստան, Երևան,,,,37410737205,37499811010,Spyur,,,,37491811010,37477811010,37455811010,37495811010,37496811012
«ԷՖ-ԷՔՍ» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԵՆՏՐՈՆ,Հայաստան, 0033, Երևան,"Կիևյան փող., 22 շենք",(Արաբկիր վարչ. շրջան),37410272791,37491413359,Spyur,,,,,,,,
«ԳԵՂԱՄԱ» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԼԻՆԻԿԱ սահմանափակ պատասխանատվությամբ ընկերություն (ՍՊԸ),Հայաստան, 0001, Երևան,"Աբովյան փող., 34ա շենք",(Կենտրոն վարչ. շրջան),37410521442,37499521442,Spyur,https://www.facebook.com/stomatologarmenia,,,37496521442,,,,
ՄԱՐՏՈՒՆՈՒ ԱՏԱՄՆԱԲՈՒԺԱՐԱՆ պետական փակ բաժնետիրական ընկերություն (ՊՓԲԸ),Հայաստան, Գեղարքունիքի մարզ, Մարտունի,"Գետափնյա փող., 2բ շենք",(Մարտունի համայնք),37426241326,37494216280,Spyur,,,,,,,,
«ԱՐՍԵԼ Դ» ԱՏԱՄՆԱԲՈՒԺԱԿԱՆ ԿԵՆՏՐՈՆ,Հայաստան, 0039, Երևան,"Չեխովի փող., 14/33 շենք",(Շենգավիթ վարչ. շրջան),37410420783,,Spyur,,,,,,,,
«ԱՐՄԻՆԵ ՄԱՐՏԻՐՈՍՅԱՆ» ԱՏԱՄՆԱԲՈՒԺԱՐԱՆ անհատ ձեռնարկատեր (ԱՁ),Հայաստան, 0097, Երևան,"Նորաշեն (16-րդ թաղամաս), 33 շենք",(Աջափնյակ վարչ. շրջան),37410355788,,Spyur,,,,,,,,
«ԴԵՆՍ» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԵՆՏՐՈՆ սահմանափակ պատասխանատվությամբ ընկերություն (ՍՊԸ),Հայաստան, Լոռու մարզ, Վանաձոր,"Վարդանանց փող., 80 շենք",(Վանաձոր համայնք),37432246664,37491475552,Spyur,,,,,,,,
«ՍՏԵԼՍՏՈՄ» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԼԻՆԻԿԱ սահմանափակ պատասխանատվությամբ ընկերություն (ՍՊԸ),Հայաստան, Լոռու մարզ, Վանաձոր,"Տիգրան Մեծի պող., 11/11 շենք",(Վանաձոր համայնք),37432240756,37460739225,Spyur,https://www.facebook.com/stelsdentalclinic,,,,,,,
«ՏԱՆԴԵՄ» ԱՏԱՄՆԱԲՈՒԺԱԿԱՆ ԿԼԻՆԻԿԱ (ԱՐՄԵՆ ԱՀԱՐՈՆՅԱՆ անհատ ձեռներեց),Հայաստան, 0010, Երևան,"Հանրապետության փող., 62 շենք, տարածք 106",(Կենտրոն վարչ. շրջան),37410541048,37410581054,Spyur,,,,37491241048,,,,
«ՎՈՎԱԴԵՆՏ» սահմանափակ պատասխանատվությամբ ընկերություն (ՍՊԸ),Հայաստան, Սյունիքի մարզ, Կապան,"Հունան Ավետիսյան փող., 4/1 շենք, բն.1",(Կապան համայնք),37494193384,37477390026,Spyur,,,,,,,,
«ԱԳԱԹ ԴԵՆԹԼ» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԼԻՆԻԿԱ,Հայաստան, 0019, Երևան,"Մարշալ Բաղրամյան պող., 33ա շենք, բն.29",(Արաբկիր վարչ. շրջան),37410272623,,Spyur,,,,,,,,
«ՌՈԲԻ ԴԵՆՏ» ԱՏԱՄՆԱԲՈՒԺԱԿԱՆ ԿԼԻՆԻԿԱ,Հայաստան, 0014, Երևան,"Մամիկոնյանց փող., 3 շենք",(Արաբկիր վարչ. շրջան),37410230071,37491101074,Spyur,,,,37495741010,,,,
«ԴԵՆՏ-ԷՔՍՊՐԵՍ» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԼԻՆԻԿԱ սահմանափակ պատասխանատվությամբ ընկերություն (ՍՊԸ),Հայաստան, 0002, Երևան,"Պուշկինի փող., 46 շենք",(Կենտրոն վարչ. շրջան),37410537121,37499537121,Spyur,,,,,,,,
«ՇՈՂԵՐ» ԱՏԱՄՆԱԲՈՒԺԱՐԱՆ,Հայաստան, 0019, Երևան,"Մարշալ Բաղրամյան պող., 45 շենք",(Արաբկիր վարչ. շրջան),37491277716,,Spyur,https://www.facebook.com/Shogher-Dent-101144748198783,,,,,,,
«ՆՅՈՒ ԴԵՆՏ» ԱՏԱՄՆԱԲՈՒԺԱՐԱՆ,Հայաստան, 0025, Երևան,"Չարենցի փող., 27 շենք",(Կենտրոն վարչ. շրջան),37499204104,37410570370,Spyur,https://www.facebook.com/newdentstomotology,,,,,,,
ՎՐԵԺ ԲԱԼԱՅԱՆ անհատ ձեռնարկատեր (ԱՁ),Հայաստան, 0028, Երևան,"Կիևյան փող., 14 շենք",(Արաբկիր վարչ. շրջան),37410273051,,Spyur,,,,,,,,
«ՕՐԹՈԴԵՆՏ» ԱՏԱՄՆԱԲՈՒԺԱՐԱՆ,Հայաստան, 0033, Երևան,"Մարշալ Բաղրամյան պող., 69 շենք",(Արաբկիր վարչ. շրջան),37410265015,,Spyur,https://www.facebook.com/OrthodentDentalClinique,,,,,,,
«ՆԱՌԱ-ԴԵՆՏ» ԱՏԱՄՆԱԲՈՒԺԱՐԱՆ,Հայաստան, 0005, Երևան,"Տիգրան Մեծի պող., 54/1 շենք",(Էրեբունի վարչ. շրջան),37410574454,,Spyur,https://www.facebook.com/naradent,,,,,,,
«ԱԻԴԱ ՍԱՀԱԿՅԱՆ» ԱՏԱՄՆԱԲՈՒԺԱՐԱՆ,ԱՄՆ, Կալիֆոռնիա նահանգ, Լոս Անջելես,"12420 Burbank Blvd., North Hollywood, CA 91607, USA",,,,,,,,,,,,
«ԱԼԵՆՈՒՇ ԲԱՂԴԱՍԱՐՅԱՆ - ԱՏԱՄՆԱԲՈՒՅԺ»,ԱՄՆ, Կալիֆոռնիա նահանգ, Գլենդել (Լոս Անջելես),"457 Palm Dr., Ste 100, Glendale, CA 91202-3221, USA",,,,,,,,,,,,
«ԱՎԱԿԻԱՆ ԱՐԱՔՍԻ - ԱՏԱՄՆԱԲՈՒՅԺ-ՕՐԹՈԴՈՆՏ»,ԱՄՆ, Կալիֆոռնիա նահանգ, Գլենդել (Լոս Անջելես),"1017 N Pacific Ave., Ste A, Glendale, CA 91202, USA",,,,,,,,,,,,
ԱՐՄԻՆԵ ՍԻՆԴՈՅԱՆ անհատ ձեռներեց (ԱՁ),Հայաստան, 0010, Երևան,"Վարդանանց փող. անցուղի, 6 շենք, տարածք 1",(Կենտրոն վարչ. շրջան),,,,,,,,,,,
«ԲԱԲԻԱՆ ՄՀԵՐ» ԱՏԱՄՆԱԲՈՒԺԱՐԱՆ,ԱՄՆ, Կալիֆոռնիա նահանգ, Գլենդել (Լոս Անջելես),"1111 S Glendale Ave., of. 206, Glendale, CA 91205-3268, USA",,,,,,,,,,,,
«ԳԱՐԱՆՏ ԴԻԳՈ ԴԵՆԹ» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԼԻՆԻԿԱ սահմանափակ պատասխանատվությամբ ընկերություն (ՍՊԸ),Հայաստան, 0038, Երևան,"Շինարարների փող., 11 շենք, սեն.1",(Աջափնյակ վարչ. շրջան),,,Spyur.am/digodent,,,,,,,,
«ԳԼԵՆՈՔՍ» ԱՏԱՄՆԱԲՈՒԺԱԿԱՆ ԿԼԻՆԻԿԱ,ԱՄՆ, Կալիֆոռնիա նահանգ, Գլենդել (Լոս Անջելես),"1128 N Brand Blvd., Glendale, CA 91202, USA",,,,,,,,,,,,
«ԴԵՐԴԵՐՅԱՆ ԱՆՆԱ»,,,,,,,,,,,,,,,,
«ԷԴԻԹ ԳԵՎՈՐԳՅԱՆ - ԱՏԱՄՆԱԲՈՒՅԺ»,ԱՄՆ, Կալիֆոռնիա նահանգ, Գլենդել (Լոս Անջելես),"332 E Glenoaks Blvd., Ste 100, Glendale, CA 91207, USA",,,,,,,,,,,,
«ԷԴՈՒԱՐԴ ԳՈՒԹԳԱՐԹՍ» ԱՏԱՄՆԱԲՈՒԺԱԿԱՆ ԿԵՆՏՐՈՆ,ԱՄՆ, Կալիֆոռնիա նահանգ, Լոս Անջելես,"1510 N Poinsettia Pl, Los Angeles, CA 90046, USA",,,,,,,,,,,,
«ԷՅՉ ԸՆԴ ԷԼ» ԱՏԱՄՆԱՏԵԽՆԻԿԱԿԱՆ ԼԱԲՈՐԱՏՈՐԻԱ,ԱՄՆ, Կալիֆոռնիա նահանգ, Գլենդել (Լոս Անջելես),"4525 San Fernando Rd., Ste E, Glendale, CA 91204, USA",,,,,,,,,,,,
«ԿԱԶԱԶՅԱՆ ՍՈՆԱ ԴԵՆԹԻՍԹՐԻ»,ԱՄՆ, Կալիֆոռնիա նահանգ, Լոս Անջելես,"12520 W Magnolia Blvd., Valley Village, CA 91607, USA",,,,,,,,,,,,
ՀԱՅԿ ԱՎԱՆԵՍՅԱՆ անհատ ձեռներեց (ԱՁ),Հայաստան, Արցախ (Լեռնային Ղարաբաղ), Մարտակերտի շրջան,"Րաֆֆու փող., 2/1 շենք",,,,,,,,,,,,
«ՀԵՔԻԱԹ ԴԵՆՏ»,Հայաստան, 0051, Երևան,"Կոմիտասի պող., 55/3 շենք",(Արաբկիր վարչ. շրջան),,,,,,,,,,,
«ՁԵՌՔ ՁԵՌՔԻ» հասարակական կազմակերպություն (ՀԿ),Հայաստան, Արցախ (Լեռնային Ղարաբաղ), Ստեփանակերտ,"Տիգրան Մեծի փող., 6 շենք",,,,,,,,,,,,
«ՄԻՔՍ ԴԵՆՏ» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԼԻՆԻԿԱ,Հայաստան, Երևան,,,,,,Spyur.am/mixx_dent,,,,,,,,
«ՍԱՀ» ԱՏԱՄՆԱԲՈՒԺԱՐԱՆ,Հայաստան, 0002, Երևան,"Պուշկինի փող., 62 շենք, №2",(Կենտրոն վարչ. շրջան),,,Spyur.am/sah_dental,,,,,,,,
«ՍԱՊՖԻՐ ԴԵՆՏ» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԼԻՆԻԿԱ,Հայաստան, 0010, Երևան,"Վարդանանց փող. 2-րդ նրբ., 6 շենք, տարածք 1",(Կենտրոն վարչ. շրջան),,,Spyur.am/sapphiredent,,,,,,,,
«ՍՏՈՄԼԵՆԴ» ԱՏԱՄՆԱԲՈՒԺԱՐԱՆ,Հայաստան, 0025, Երևան,"Կորյունի փող., 7 շենք",(Կենտրոն վարչ. շրջան),,,,,,,,,,,
«ՕԳԱ ԲԱԳ» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԼԻՆԻԿԱ,Հայաստան, 0002, Երևան,"Մաշտոցի պող., 20 շենք",(Կենտրոն վարչ. շրջան),,,Spyur.am/ogabag,,,,,,,,
